1710963522129	1710963495199	0	-1	1560390
1710963522130	1710963495199	0	-1	1560390
1393817672080	1393817667079	1	-1	1770721368
1393817675232	1393817670231	3	-1	1770723058
1393817672448	1393817667447	3	-1	1770813407
1393817671328	1393817666327	3	-1	1771737251
1393817672050	1393817667049	3	-1	1771737368
1393817674241	1393817669240	3	-1	1773026257
1393817671533	1393817666532	3	-1	1773028559
1393817673406	1393817668405	3	-1	1773345860
1393817672477	1393817667476	3	-1	1774884255
1393817672855	1393817667854	3	-1	1774884290
1393817672949	1393817667948	3	-1	1775236055
1393817673587	1393817668586	3	-1	1775236171
1537328251381	1537328241121	3	-1	1775236257
1393817673972	1393817668971	3	-1	1775250437
1537328254497	1537328242679	3	-1	1775494812
1708747521087	1708747502245	3	-1	1775685032
1393817673923	1393817668922	3	-1	1775739272
1537328264455	1537328247658	3	-1	1775739320
1537328259887	1537328245374	3	-1	1780269386
1393817671647	1393817666646	3	-1	1780361836
1393817673856	1393817668855	3	-1	1780362776
1393817673208	1393817668207	3	-1	1780365000
1708747555331	1708747519367	0	0	1000163
1717270517604	1717270479472	0	0	1000163
1708747492801	1708747488102	0	0	1000164
1708747492893	1708747488148	0	0	1000165
1708747494941	1708747489172	0	0	1000165
1708747494141	1708747488772	0	0	1000169
1537328264465	1537328247663	0	0	1000170
1708747497533	1708747490468	0	0	1000171
1708747488613	1708747486008	0	0	1000173
1708747490795	1708747487099	0	0	1000174
1708747491085	1708747487244	0	0	1000176
1708747495039	1708747489221	0	0	1000181
1708747502895	1708747493149	0	0	1000184
1708747487675	1708747485539	0	0	1000187
1708747487743	1708747485573	0	0	1000188
1708747487835	1708747485619	0	0	1000189
1708747489715	1708747486559	0	0	1000189
1708747500909	1708747492156	0	0	1000190
1708747504003	1708747493703	0	0	1000191
1708747488503	1708747485953	0	0	1000193
1708747488561	1708747485982	0	0	1000194
1393817671815	1393817666814	0	0	1000195
1708747488585	1708747485994	0	0	1000195
1708747544133	1708747513768	0	0	1000195
1708747488749	1708747486076	0	0	1000196
1708747484869	1708747484136	0	0	1000201
1708747489225	1708747486314	0	0	1000201
1708747490525	1708747486964	0	0	1000201
1708747489349	1708747486376	0	0	1000202
1708747489375	1708747486389	0	0	1000203
1708747509379	1708747496391	0	0	1000203
1708747489423	1708747486413	0	0	1000204
1708747485311	1708747484357	0	0	1000207
1708747489695	1708747486549	0	0	1000209
1708747489221	1708747486312	0	0	1000210
1708747490561	1708747486982	0	0	1000211
1708747489931	1708747486667	0	0	1000213
1708747490615	1708747487009	0	0	1000213
1708747490891	1708747487147	0	0	1000215
1393817672536	1393817667535	0	0	1000219
1708747491915	1708747487659	0	0	1000219
1393817672692	1393817667691	0	0	1000221
1708747487693	1708747485548	0	0	1000222
1708747492719	1708747488061	0	0	1000222
1393817672542	1393817667541	0	0	1000223
1708747486263	1708747484833	0	0	1000226
1708747498135	1708747490769	0	0	1000229
1708747488143	1708747485773	0	0	1000232
1708747531281	1708747507342	0	0	1000237
1537328251085	1537328240973	0	0	1000242
1708747488903	1708747486153	0	0	1000252
1708747490741	1708747487072	0	0	1000254
1708747491105	1708747487254	0	0	1000257
1708747492437	1708747487920	0	0	1000258
1708747486909	1708747485156	0	0	1000259
1708747495789	1708747489596	0	0	1000263
1537328259247	1537328245054	0	0	1000265
1708747497239	1708747490321	0	0	1000265
1708747521197	1708747502300	0	0	1000270
1708747487185	1708747485294	0	0	1000278
1708747487177	1708747485290	0	0	1000281
1708747486929	1708747485166	0	0	1000283
1708747489125	1708747486264	0	0	1000284
1537328264471	1537328247666	0	0	1000294
1537328251609	1537328241235	0	0	1000300
1393817672314	1393817667313	0	0	1000309
1537328263643	1537328247252	0	0	1000310
1537328258329	1537328244595	0	0	1000311
