1710963495199	1560390
1710963495199	1560390
1708747519367	1000163
1717270479472	1000163
1708747488102	1000164
1708747488148	1000165
1708747489172	1000165
1708747488772	1000169
1537328247663	1000170
1708747490468	1000171
1708747486008	1000173
1708747487099	1000174
1708747487244	1000176
1708747489221	1000181
1708747493149	1000184
1708747485539	1000187
1708747485573	1000188
1708747485619	1000189
1708747486559	1000189
1708747492156	1000190
1708747493703	1000191
1708747485953	1000193
1708747485982	1000194
1393817666814	1000195
1708747485994	1000195
1708747513768	1000195
1708747486076	1000196
1708747484136	1000201
1708747486314	1000201
1708747486964	1000201
1708747486376	1000202
1708747486389	1000203
1708747496391	1000203
1708747486413	1000204
1708747484357	1000207
1708747486549	1000209
1708747486312	1000210
1708747486982	1000211
1708747486667	1000213
1708747487009	1000213
1708747487147	1000215
1393817667535	1000219
1708747487659	1000219
1393817667691	1000221
1708747485548	1000222
1708747488061	1000222
1393817667541	1000223
1708747484833	1000226
1708747490769	1000229
1708747485773	1000232
1708747507342	1000237
1537328240973	1000242
1708747486153	1000252
1708747487072	1000254
1708747487254	1000257
1708747487920	1000258
1708747485156	1000259
1708747489596	1000263
1537328245054	1000265
1708747490321	1000265
1708747502300	1000270
1708747485294	1000278
1708747485290	1000281
1708747485166	1000283
1708747486264	1000284
1537328247666	1000294
1537328241235	1000300
1393817667313	1000309
1537328247252	1000310
1537328244595	1000311
1393817666700	1000313
1537328246539	1000320
1537328240799	1000326
1708747487502	1000338
1537328245564	1000345
1393817667595	1000346
1393817668258	1000355
1537328245325	1000366
1537328245326	1000368
1393817667591	1000371
1393817668322	1000372
1537328244539	1000401
1708747497340	1000629
1393817667764	1000630
1708747498960	1000630
1708747489225	1000642
1393817668258	1000646
1708747485504	1000657
1708747490391	1000659
1708747485411	1000660
1708747490017	1000665
1393817668746	1000668
1393817668796	1000672
1393817669153	1000689
1708747487607	1000694
1393817669208	1000697
1393817669215	1000698
1393817669323	1000703
1708747488134	1000712
1393817669582	1000713
1393817669852	1000719
1393817670271	1000722
1537328240794	1000724
1537328243327	1000734
1537328244963	1000740
1537328245371	1000744
1537328245562	1000746
1537328247178	1000761
1537328247245	1000762
1537328247419	1000765
1537328248124	1000772
1708747486423	1000775
1708747486039	1000778
1708747486161	1000780
1708747487249	1000786
1708747489450	1000796
1708747492053	1000812
1708747496915	1000813
1708747497793	1000816
1708747526468	1000820
1708747486883	1000833
1393817667645	1000868
1708747490317	1000888
1393817667638	1000993
1672769485964	1001827
1672769486683	1002916
1708367391388	1003938
1672770322310	1007625
1672770340095	1009175
1672769487098	1010262
1717270448098	1025276
1717270450447	1027625
1717270450786	1027964
1717270451465	1028643
1717270455355	1032533
1717270455660	1032838
1717270456307	1033485
1717270456483	1033661
1717270457332	1034510
1717270459078	1036256
1717270459400	1036578
1717270461841	1039019
1717270462247	1039425
1717270462630	1039808
1717270462747	1039925
1717270463000	1040178
1717270463898	1041076
1717270464361	1041539
1717270464387	1041565
1717270464400	1041578
1717270464437	1041615
1717270464521	1041699
1707757282812	1042170
1717270465102	1042280
1717270465254	1042432
1717270465256	1042434
1717270465299	1042477
1717270465537	1042715
1717270465554	1042732
1717270465904	1043082
1717270466105	1043283
1717270466110	1043288
1717270466115	1043293
1717270466541	1043719
1717270466562	1043740
1717270466749	1043927
1717270466819	1043997
1717270467142	1044320
1717270467324	1044502
1717270467899	1045077
1717270467937	1045115
1717270468080	1045258
1717270468105	1045283
1717270468378	1045556
1717270468403	1045581
1717270468414	1045592
1717270468616	1045794
1717270468787	1045965
1717270469544	1046722
1717270469552	1046730
1717270469597	1046775
1717270469638	1046816
1717270469775	1046953
1717270469796	1046974
1717270469923	1047101
1717270469947	1047125
1717270469955	1047133
1717270470005	1047183
1717270470020	1047198
1717270470139	1047317
1717270470171	1047349
1717270470202	1047380
1717270470300	1047478
1717270470301	1047479
1717270470491	1047669
1717270470528	1047706
1717270470629	1047807
1717270470632	1047810
1717270470643	1047821
1717270470731	1047909
1717270470747	1047925
1717270470790	1047968
1717270470830	1048008
1717270470979	1048157
1717270471031	1048209
1717270471537	1048715
1717270471646	1048824
1717270471765	1048943
1717270471874	1049052
1717270471877	1049055
1717270471957	1049135
1717270472046	1049224
1717270472046	1049224
1717270472200	1049378
1717270472424	1049602
1717270472433	1049611
1717270472443	1049621
1717270472709	1049887
1717270472796	1049974
1717270472910	1050088
1717270472977	1050155
1717270473065	1050243
1717270473095	1050273
1717270473097	1050275
1717270473105	1050283
1717270473166	1050344
1717270473183	1050361
1717270473304	1050482
1717270473678	1050856
1717270473696	1050874
1717270473772	1050950
1717270474249	1051427
1717270474276	1051454
1717270474301	1051479
1717270474308	1051486
1717270474335	1051513
1717270474357	1051535
1717270474382	1051560
1717270474406	1051584
1717270474429	1051607
1717270474437	1051615
1717270474451	1051629
1717270474457	1051635
1717270474479	1051657
1717270474491	1051669
1717270474492	1051670
1717270474516	1051694
1717270474542	1051720
1717270474602	1051780
1717270474703	1051881
1717270474807	1051985
1717270474883	1052061
1717270475072	1052250
1717270475092	1052270
1717270475124	1052302
1717270475128	1052306
1717270475287	1052465
1717270475305	1052483
1717270475391	1052569
1717270475408	1052586
1717270475608	1052786
1717270475730	1052908
1717270475787	1052965
1717270475920	1053098
1717270476163	1053341
1717270476187	1053365
1717270476192	1053370
1717270476195	1053373
1717270476247	1053425
1717270476262	1053440
1717270476308	1053486
1717270476384	1053562
1717270476708	1053886
1717270476762	1053940
1717270476840	1054018
1717270477080	1054258
1717270477133	1054311
1717270477174	1054352
1717270477902	1055080
1717270477968	1055146
1717270477988	1055166
1717270478025	1055203
1717270478072	1055250
1717270478091	1055269
1717270478155	1055333
1717270478156	1055334
1717270478157	1055335
1717270478168	1055346
1717270478273	1055451
1717270478310	1055488
1717270478324	1055502
1717270478355	1055533
1717270478372	1055550
1717270478580	1055758
1717270478633	1055811
1717270478703	1055881
1717270478740	1055918
1717270478747	1055925
1717270478749	1055927
1717270478802	1055980
1717270478805	1055983
1717270478806	1055984
1717270478919	1056097
1717270479021	1056199
1717270479022	1056200
1717270479046	1056224
1717270479067	1056245
1717270479180	1056358
1717270479631	1056809
1717270479646	1056824
1717270479688	1056866
1717270479720	1056898
1717270479734	1056912
1717270479736	1056914
1717270479771	1056949
1717270479783	1056961
1717270479873	1057051
1717270479885	1057063
1717270479890	1057068
1717270480030	1057208
1717270480088	1057266
1717270480108	1057286
1717270480147	1057325
1717270480161	1057339
1717270480233	1057411
1717270480260	1057438
1717270480302	1057480
1717270480315	1057493
1717270481024	1057578
1717270480426	1057604
1717270480458	1057636
1717270480515	1057693
1717270480522	1057700
1717270481019	1058197
1717270481070	1058248
1717270481073	1058251
1717270481119	1058297
1717270481120	1058298
1717270481134	1058312
1717270481234	1058412
1717270481251	1058429
1717270481263	1058441
1717270481310	1058488
1717270481328	1058506
1717270481333	1058511
1717270481398	1058576
1717270481556	1058734
1717270481597	1058775
1717270481616	1058794
1717270481689	1058867
1717270481707	1058885
1717270481778	1058956
1717270481780	1058958
1717270481854	1059032
1717270481925	1059103
1717270481931	1059109
1717270481947	1059125
1717270481950	1059128
1717270482058	1059236
1717270482081	1059259
1717270482991	1059545
1717270482765	1059943
1717270482768	1059946
1717270482773	1059951
1717270482783	1059961
1717270482814	1059992
1717270482821	1059999
1717270482829	1060007
1717270482884	1060062
1717270482892	1060070
1717270482901	1060079
1717270482904	1060082
1717270482954	1060132
1717270482993	1060171
1717270483013	1060191
1717270483015	1060193
1717270483029	1060207
1717270483150	1060328
1717270483181	1060359
1717270483246	1060424
1717270483259	1060437
1717270483324	1060502
1717270483368	1060546
1717270483384	1060562
1717270483388	1060566
1717270484014	1060568
1717270483415	1060593
1717270483426	1060604
1717270483445	1060623
1717270483456	1060634
1717270483474	1060652
1717270483490	1060668
1717270483517	1060695
1717270483565	1060743
1717270483708	1060886
1717270483726	1060904
1717270483735	1060913
1717270483747	1060925
1717270483774	1060952
1717270483817	1060995
1717270483925	1061103
1717270483978	1061156
1717270484009	1061187
1717270484062	1061240
1717270484076	1061254
1717270484090	1061268
1717270484152	1061330
1717270484154	1061332
1717270484163	1061341
1717270484192	1061370
1717270484210	1061388
1717270484227	1061405
1717270484294	1061472
1717270484313	1061491
1717270484353	1061531
1717270484394	1061572
1717270484405	1061583
1717270484413	1061591
1717270484419	1061597
1717270484480	1061658
1717270484488	1061666
1717270484550	1061728
1717270484953	1062131
1717270484976	1062154
1717270485017	1062195
1717270485031	1062209
1717270485094	1062272
1717270485101	1062279
1717270485133	1062311
1717270485148	1062326
1717270485238	1062416
1717270485247	1062425
1717270485300	1062478
1717270485316	1062494
1717270485376	1062554
1717270485447	1062625
1717270485471	1062649
1717270485506	1062684
1717270485517	1062695
1717270485522	1062700
1717270485533	1062711
1717270485578	1062756
1717270485651	1062829
1717270485739	1062917
1717270485750	1062928
1717270485775	1062953
1717270485776	1062954
1717270485778	1062956
1717270485804	1062982
1717270485811	1062989
1717270485818	1062996
1717270485849	1063027
1717270485873	1063051
1717270485885	1063063
1717270485957	1063135
1717270486016	1063194
1717270486019	1063197
1717270486101	1063279
1717270486115	1063293
